address,date,description,image_urls,images,location,price,project,server,spider,title,url
"Bahria Town - Babar Block, Bahria Town - Sector A",,"The property lounge (Registered Dealers of bahria Town) is offering a 21 Marla Facing Park Exclusive bungalow for sale in bahria town Lahore.
Architect and Interior designer is Mazhar Munir.
Construction Grade A+, ... ",https://images.zameen.com/d230_w230_h274_r1/4/29020958_10024233.jpg,,,"<font class=""bg_info"" onmouseover=""showtooltip(this,'&lt;b&gt;Price Information&lt;/b&gt;&lt;br /&gt;&lt;font class=overlib_price_text &gt;&lt;span class=\'l\'&gt;Rs  41 Million 500 Thousand&lt;/span&gt;&lt;/br&gt;&lt;div class=\'dotted_line_price\'&gt;4 Crore 15 Lakh &lt;/div&gt;&lt;/font&gt;BRL 1,171,545  (‏55,788 per Marla)&lt;br /&gt;CAD 467,650  (‏22,269 per Marla)&lt;br /&gt;EUR 306,019  (‏14,572 per Marla)&lt;br /&gt;KWD 112,738  (‏5,368 per Marla)&lt;br /&gt;Rs  41,500,000  (‏1,976,191 per Marla)&lt;br /&gt;QAR 1,366,546  (‏65,074 per Marla)&lt;br /&gt;SAR 1,411,000  (‏67,190 per Marla)&lt;br /&gt;TRY 1,417,083  (‏67,480 per Marla)&lt;br /&gt;AED 1,378,512  (‏65,643 per Marla)&lt;br /&gt;GBP 268,827  (‏12,801 per Marla)&lt;br /&gt;USD 375,366  (‏17,875 per Marla)&lt;br /&gt;')"" onmouseout=""tooltip_hide()"">Rs 4.15 Crore<span class=""bgc sb_price_i""></span></font>",,,,House Is Available For Sale  Bahria Town  Babar Block,
